ID_SPPG,Status_Pengajuan,Status_Operasional,Kota_Kabupaten,Provinsi,Alamat
LYSXMPA1,Penentuan KA SPPG,Belum Beroperasi,KAB. BOYOLALI,JAWA TENGAH,"RQ33+34F Pilangrejo, Kabupaten Boyolali, Jawa Tengah, PILANGREJO, JUWANGI, KAB. BOYOLALI, JAWA TENGAH"
XYRWBZHS,Penentuan KA SPPG,Belum Beroperasi,KAB. MAGELANG,JAWA TENGAH,"Jl. Soekarno Hatta, Sawitan II, SAWITAN, MUNGKID, KAB. MAGELANG, JAWA TENGAH"
4NT0TC0L,Penentuan KA SPPG,Belum Beroperasi,KAB. BOYOLALI,JAWA TENGAH,"NGANDONG, PILANGREJO, JUWANGI, KAB. BOYOLALI, JAWA TENGAH"
JJML495G,Penentuan KA SPPG,Belum Beroperasi,KAB. MANDAILING NATAL,SUMATERA UTARA,"Jl. H. Adam Malik No.36, PIDOLI DOLOK, PANYABUNGAN, KAB. MANDAILING NATAL, SUMATERA UTARA"
OFMI8JSP,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT,"Jalan Diponegoro RT 3 Kelurahan Kembang Sarai Kecamatan Selong Kabupaten Lombok Timur Nusa Tenggara Barat, KEMBANG SARI, SELONG, KAB. LOMBOK TIMUR, NUSA TENGGARA BARAT"
DMOJLZPG,Penentuan KA SPPG,Belum Beroperasi,KAB. LEBAK,BANTEN,"Desa Muaradua, Cikulur, Lebak, MUARADUA, CIKULUR, KAB. LEBAK, BANTEN"
ZRZBU47M,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT,"perina, PERINA, JONGGAT, KAB. LOMBOK TENGAH, NUSA TENGGARA BARAT"
TPIV6PCI,Penentuan KA SPPG,Belum Beroperasi,KAB. JENEPONTO,SULAWESI SELATAN,"jl. lanto dg pasewang no.271a kel. balang kec. binamu kab. jeneponto, BALANG, BINAMU, KAB. JENEPONTO, SULAWESI SELATAN"
0IBHSHBE,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"Kp neglasari, NEGLASARI, DRAMAGA, KAB. BOGOR, JAWA BARAT"
KEJUKAAW,Penentuan KA SPPG,Belum Beroperasi,KOTA TANGERANG,BANTEN,"Jl. Teuku Umar Plaza Shinta Blok B No. 33/34, CIMONE, KARAWACI, KOTA TANGERANG, BANTEN"
NGGLHFVD,Penentuan KA SPPG,Belum Beroperasi,KAB. PRINGSEWU,LAMPUNG,"Jl Gemahripah, RT01/01, Gemah Ripah, Kec Pagelaran, Kab Pringsewu, Lampung, GEMAH RIPAH, PAGELARAN, KAB. PRINGSEWU, LAMPUNG"
HFDN66QW,Penentuan KA SPPG,Belum Beroperasi,KAB. GROBOGAN,JAWA TENGAH,"WXG4+MMC Rejosari, Kabupaten Grobogan, Jawa Tengah, MAYAHAN, TAWANGHARJO, KAB. GROBOGAN, JAWA TENGAH"
F3YJMBJI,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG TIMUR,LAMPUNG,"RT32/RW16, Dusun 7, Karanganyar, Labuhan Maringgai, KARANG ANYAR, LABUHAN MARINGGAI, KAB. LAMPUNG TIMUR, LAMPUNG"
VPYINLJO,Penentuan KA SPPG,Belum Beroperasi,KOTA PALEMBANG,SUMATERA SELATAN,"Kompleks Ruko Akas, Jl. Lubuk Kawah, Kebun Bunga, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961, KEBUN BUNGA, SUKARAMI, KOTA PALEMBANG, SUMATERA SELATAN"
1RFUXD10,Penentuan KA SPPG,Belum Beroperasi,KAB. TEMANGGUNG,JAWA TENGAH,"Ds. Kalinongko, kel.Gemawang, Kec. Gemawang, GEMAWANG, GEMAWANG, KAB. TEMANGGUNG, JAWA TENGAH"
7MTQGWOY,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT,"Jalan Raya H.L. Muslihin, GERES, LABUHAN HAJI, KAB. LOMBOK TIMUR, NUSA TENGGARA BARAT"
AY9RB3GH,Penentuan KA SPPG,Belum Beroperasi,KOTA LHOKSEUMAWE,ACEH,"Jln Listrik gang Hikmah, HAGU SELATAN, BANDA SAKTI, KOTA LHOKSEUMAWE, ACEH"
BC5GLZC3,Penentuan KA SPPG,Belum Beroperasi,KAB. TEMANGGUNG,JAWA TENGAH,"desa Jurang rt04/rw05, Dusun Kertosari, kec.Jumo, Kab. Temanggung, KERTOSARI, JUMO, KAB. TEMANGGUNG, JAWA TENGAH"
EEJJIYM8,Penentuan KA SPPG,Belum Beroperasi,KOTA PALOPO,SULAWESI SELATAN,"jl. jendral sudirman no 98 kel. songka kec. wara selatan kota palopo, SONGKA, WARA SELATAN, KOTA PALOPO, SULAWESI SELATAN"
15RBDLLG,Penentuan KA SPPG,Belum Beroperasi,KAB. ACEH BESAR,ACEH,"Desa Lubok Gapuy Kecamatan Ingin Jaya Kabupaten Aceh Besar, LUBOK GAPUY, INGIN JAYA, KAB. ACEH BESAR, ACEH"
DHQVWFUE,Penentuan KA SPPG,Belum Beroperasi,KOTA PEKANBARU,RIAU,"JL. KAMPAR NO.66 A,B,C  , KELURAN SEKIP, KECAMATAN LIMA PULUH, KOTA PEKAN BARU, RIAU, SEKIP, LIMA PULUH, KOTA PEKANBARU, RIAU"
ZEICOJAT,Penentuan KA SPPG,Belum Beroperasi,KAB. BOYOLALI,JAWA TENGAH,"Dk Dawar RT 04 RW 03 Desa Manggis, Kecamatan Mojosongo, Kabupaten Boyolali, MANGGIS, MOJOSONGO, KAB. BOYOLALI, JAWA TENGAH"
CD0DWLRE,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Jl. Raya Cibeureum No.27 Kp. Kebon Hui RT003/RW027, CIBEUREUM, KERTASARI, KAB. BANDUNG, JAWA BARAT"
6JOJ9RU0,Penentuan KA SPPG,Belum Beroperasi,KAB. PEKALONGAN,JAWA TENGAH,"Jl. Kulu Raya no. 19 RT 001 RW 001, KULU, KARANGANYAR, KAB. PEKALONGAN, JAWA TENGAH"
KWEG5QKL,Penentuan KA SPPG,Belum Beroperasi,KAB. TULANG BAWANG,LAMPUNG,"Jl. Tugu Kuning, Tri Tunggal Jaya, Kec Banjar Agung, Kab, Tulang Bawang, Lampung, TRI TUNGGAL JAYA, BANJAR AGUNG, KAB. TULANG BAWANG, LAMPUNG"
JPJIVHDA,Penentuan KA SPPG,Belum Beroperasi,KAB. BATANG,JAWA TENGAH,"Kawasan industri terpadu mangunsari, desa kedawung, kec. Banyuputih kab. Batang, KEDAWUNG, BANYUPUTIH, KAB. BATANG, JAWA TENGAH"
NPIGDJMG,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Kp. SekarwangiRt.03/019 Kel. Cibdak Kec. Cibadak Kabupaten Sukabumi., CIBADAK, CIBADAK, KAB. SUKABUMI, JAWA BARAT"
VN72FLOM,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG TIMUR,LAMPUNG,"JL A.H. NASUTION RT/RW 02/02, DESA GEDUNG DALEM, KEC. BATANGHARI NUBAN. KAB. LAMPUNG TIMUR, GEDUNG DALEM, BATANGHARI NUBAN, KAB. LAMPUNG TIMUR, LAMPUNG"
HZNWZLNH,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"Kp Nyalindung RT 3 RW 5 , SUKAMAJU, JONGGOL, KAB. BOGOR, JAWA BARAT"
HDEL0PXH,Penentuan KA SPPG,Belum Beroperasi,KOTA SURAKARTA,JAWA TENGAH,"Jl.Kapten Pattimura No. 25, Danukusuman, Kec. Serengan, Kota Surakarta, jawa tengah, DANUKUSUMAN, SERENGAN, KOTA SURAKARTA, JAWA TENGAH"
EDZE1CED,Penentuan KA SPPG,Belum Beroperasi,KAB. KARANGANYAR,JAWA TENGAH,"Manjar, DAWUNG, MATESIH, KAB. KARANGANYAR, JAWA TENGAH"
OJ1AQDWC,Penentuan KA SPPG,Belum Beroperasi,KOTA PADANG,SUMATERA BARAT,"Jl. Raya Siteba No.Kel no.47, Surau Gadang, Kec. Nanggalo, Kota Padang, Sumatera Barat 25176, SURAU GADANG, NANGGALO, KOTA PADANG, SUMATERA BARAT"
YDQUFEYP,Penentuan KA SPPG,Belum Beroperasi,KAB. BANJAR,KALIMANTAN SELATAN,"JL. PEMAJATAN KM.1,5 RT.7 PONDOK RUMBIA MAS I, GAMBUT, GAMBUT, KAB. BANJAR, KALIMANTAN SELATAN"
8TWHKUQT,Penentuan KA SPPG,Belum Beroperasi,KOTA ADM. JAKARTA PUSAT,DKI JAKARTA,"Dekat Jl. Cempaka Putih Tengah XXII A No.23 6, RT.12/RW.4, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510, CEMPAKA PUTIH TIMUR, CEMPAKA PUTIH, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA"
TG5ZXYJD,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Kampung Mangkalaya No.36  Rt 02 Rw 05, CIBOLANG, GUNUNGGURUH, KAB. SUKABUMI, JAWA BARAT"
XZHYCGYY,Penentuan KA SPPG,Belum Beroperasi,KAB. JEMBER,JAWA TIMUR,"Jalan Teuku Umar RT.001/RW.001, Krajan, Rejoagung, Semboro, Jember Regency, East Java 68157, REJOAGUNG, SEMBORO, KAB. JEMBER, JAWA TIMUR"
R7CKQ1MH,Penentuan KA SPPG,Belum Beroperasi,KAB. PEMALANG,JAWA TENGAH,"Jl. D.i Panjaitan RT.03/RW.01, Paduraksa, Pemalang , PADURAKSA, PEMALANG, KAB. PEMALANG, JAWA TENGAH"
NPCRC6LD,Penentuan KA SPPG,Belum Beroperasi,KAB. NGAWI,JAWA TIMUR,"RT 008 RW 001 DUSUN PUCANG , KENDAL, KENDAL, KAB. NGAWI, JAWA TIMUR"
CLHO4GTH,Penentuan KA SPPG,Belum Beroperasi,KAB. PINRANG,SULAWESI SELATAN,"Jl. A. Johan No. 150, Kelurahan Laleng Bata, Kecamatan Paleteang, Kabupaten Pinrang, Sulawesi Selatan, LALENG BATA, PALETEANG, KAB. PINRANG, SULAWESI SELATAN"
TJR75ENL,Penentuan KA SPPG,Belum Beroperasi,KAB. BUTON TENGAH,SULAWESI TENGGARA,"JL. POROS MUNA-LABUNGKARI ( SAMPING KANTOR
LSM SINTESA ) kb.Buton Tengah Kec. GU  RT 002 RW 002 KELURAHAN
WATULEA, KODE POS: 93761, WATULEA, GU, KAB. BUTON TENGAH, SULAWESI TENGGARA"
M7MO6YFE,Penentuan KA SPPG,Belum Beroperasi,KAB. BENGKALIS,RIAU,"Jalan Abdurrahman II RT/RW 004/002 Desa Pancur Jaya Kec. Rupat Kab Bengkalis, Provinsi Riau, PANCUR JAYA, RUPAT, KAB. BENGKALIS, RIAU"
H8SBX4UZ,Penentuan KA SPPG,Belum Beroperasi,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,"Kepuh Kulon, Wirokerten, Kec. Banguntapan, Kabupaten Bantul, WIROKERTEN, BANGUNTAPAN, KAB. BANTUL, DAERAH ISTIMEWA YOGYAKARTA"
C1EZTMHJ,Penentuan KA SPPG,Belum Beroperasi,KOTA MATARAM,NUSA TENGGARA BARAT,"Jl. Aipda Karel S Tubun (d/h Jln Pelita), MATARAM BARAT, SELAPRANG, KOTA MATARAM, NUSA TENGGARA BARAT"
RPPXUFT8,Penentuan KA SPPG,Belum Beroperasi,KAB. PANDEGLANG,BANTEN,"Jalan Raya Pandeglang Pari Km 11 Kp Bunut, CIKONENG, MANDALAWANGI, KAB. PANDEGLANG, BANTEN"
HSAR06JR,Penentuan KA SPPG,Belum Beroperasi,KAB. BUTON TENGAH,SULAWESI TENGGARA,"JL. RA KARTINI ( DEPAN PANGKALAN DAMRI ) RT002
RW 003 KELURAHAN MAWASANGKA, KODE POS:
93762, MAWASANGKA, MAWASANGKA, KAB. BUTON TENGAH, SULAWESI TENGGARA"
HNWB54AC,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT,"JL. RAYA PUYUNG, PUYUNG, JONGGAT, KAB. LOMBOK TENGAH, NUSA TENGGARA BARAT"
00ADUVHC,Penentuan KA SPPG,Belum Beroperasi,KOTA ADM. JAKARTA TIMUR,DKI JAKARTA,"komplek pulogebang permai Blok B3 no.1, RT/RW : 04/13 Pulogebang, cakung - jakarta timur, PULO GEBANG, CAKUNG, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA"
K6ONDSUK,Penentuan KA SPPG,Belum Beroperasi,KAB. ACEH BESAR,ACEH,"Jl. Laksamana malahayati, komplek Cadek Permai, kajhu, Aceh Besar, KAJHU, BAITUSSALAM, KAB. ACEH BESAR, ACEH"
XAYGTDDE,Penentuan KA SPPG,Belum Beroperasi,KAB. KUNINGAN,JAWA BARAT,"Dusun Kliwon RT.005 RW. 001 Desa Ciawigebang Kabupaten Kuningan Provinsi Jawa Barat Kodepos 45591, CIAWIGEBANG, CIAWIGEBANG, KAB. KUNINGAN, JAWA BARAT"
0JATWFZI,Penentuan KA SPPG,Belum Beroperasi,KOTA BANJARMASIN,KALIMANTAN SELATAN,"Jalan A. Yani KM 4, Kebun Bunga Kecamatan Banjarmasin Kota Banjarmasin Timur Provinsi Kalimantan Selatan, KEBUN BUNGA, BANJARMASIN TIMUR, KOTA BANJARMASIN, KALIMANTAN SELATAN"
1PYATCQD,Penentuan KA SPPG,Belum Beroperasi,KOTA SURABAYA,JAWA TIMUR,"Jl wisma kedung asem indah , KEDUNG BARUK, RUNGKUT, KOTA SURABAYA, JAWA TIMUR"
VM7G10K1,Penentuan KA SPPG,Belum Beroperasi,KAB. BEKASI,JAWA BARAT,"GG. Danau RT. 02 RW. 03 Desa Cijengkol Kec. Setu Kab. Bekasi, CIJENGKOL, SETU, KAB. BEKASI, JAWA BARAT"
DYA02PEF,Penentuan KA SPPG,Belum Beroperasi,KAB. INDRAGIRI HILIR,RIAU,"Jl. Kayu Jati GG. Bismillah No:84, Kel. Tembilahan hulu, Kec. Tembilahan Hulu, Kab. Indragiri Hilir, Prov.Riau , TEMBILAHAN HULU, TEMBILAHAN HULU, KAB. INDRAGIRI HILIR, RIAU"
2OU0YLSR,Penentuan KA SPPG,Belum Beroperasi,KAB. LIMA PULUH KOTA,SUMATERA BARAT,"Jorong Tigo Balai Lubuak Batingkok Kec Harau Kabupaten Lima Puluh Kota Provinsi Sumatera Barat, LUBUAK BATINGKOK, HARAU, KAB. LIMA PULUH KOTA, SUMATERA BARAT"
S4KHYMIO,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT,"JALAN PASAR RENSING, RENSING, SAKRA BARAT, KAB. LOMBOK TIMUR, NUSA TENGGARA BARAT"
IIKKBGSJ,Penentuan KA SPPG,Belum Beroperasi,KAB. BUTON,SULAWESI TENGGARA,"Desa Ambuau Indah, AMBUAU INDAH, LASALIMU SELATAN, KAB. BUTON, SULAWESI TENGGARA"
KAOCNKST,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG BARAT,JAWA BARAT,"Jln Raya Pasar Cililin No 06 RT 02 RW 03 Desa Cililin Kec Cililin Kabupaten Bandung Barat, CILILIN, CILILIN, KAB. BANDUNG BARAT, JAWA BARAT"
HTWLSYWS,Penentuan KA SPPG,Belum Beroperasi,KAB. SEMARANG,JAWA TENGAH,"Dsn Ngesal RT 02 RW 06 Ds Delik, Kec.Tuntang Kab.Semarang, Jawa Tengah, DELIK, TUNTANG, KAB. SEMARANG, JAWA TENGAH"
JZEDDJO6,Penentuan KA SPPG,Belum Beroperasi,KAB. MUNA,SULAWESI TENGGARA,"Jl. Paelangkuta No.60, NAPABALANO, NAPABALANO, KAB. MUNA, SULAWESI TENGGARA"
SDCWDLGS,Penentuan KA SPPG,Belum Beroperasi,KOTA KUPANG,NUSA TENGGARA TIMUR,"Jl. Sumatera, TODE KISAR, KOTA LAMA, KOTA KUPANG, NUSA TENGGARA TIMUR"
O3EVE1ZY,Penentuan KA SPPG,Belum Beroperasi,KAB. KAYONG UTARA,KALIMANTAN BARAT,"Satai Lestari, Kec. Pulau Maya Karimata, Kabupaten Kayong Utara, Kalimantan Barat 78855, SATAI LESTARI, PULAU MAYA, KAB. KAYONG UTARA, KALIMANTAN BARAT"
XE162K5L,Penentuan KA SPPG,Belum Beroperasi,KAB. GROBOGAN,JAWA TENGAH,"Dusun Mayang Rt 016 Rw 003 Kelurahan Pulongrambe, Kecamatan Tawangharjo, Kabupaten Grobogan Jawa Tengah, PULONGRAMBE, TAWANGHARJO, KAB. GROBOGAN, JAWA TENGAH"
AM2EB7WF,Penentuan KA SPPG,Belum Beroperasi,KAB. KUNINGAN,JAWA BARAT,"Jalan Balai Desa Dusun Dukuh RT. 002 RW. 002 Desa Dukuhdalem Kecamatan Ciawigebang Kabupaten Kuningan – Jawa Barat, DUKUHDALEM, CIAWIGEBANG, KAB. KUNINGAN, JAWA BARAT"
8SI3V0PB,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMONGAN,JAWA TIMUR,"Jl. Raya Puskemas Desa Tritunggal, kec. Babat, kab. Lamongan, Provinsi Jawa Timur, TRITUNGGAL, BABAT, KAB. LAMONGAN, JAWA TIMUR"
AINSLRFM,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMONGAN,JAWA TIMUR,"Jl. Raya Tambakboyo No.12, Tuwiri, Tambakrigadung, Kec. Tikung, Kabupaten Lamongan, Jawa Timur, TAMBAKRIGADUNG, TIKUNG, KAB. LAMONGAN, JAWA TIMUR"
FFZIZKDS,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG SELATAN,LAMPUNG,"Brantiraya, Kecamatan Natar, Kabupaten Lampung Selatan Provinsi Lampung, BRANTI RAYA, NATAR, KAB. LAMPUNG SELATAN, LAMPUNG"
4E1ETJL2,Penentuan KA SPPG,Belum Beroperasi,KAB. INDRAMAYU,JAWA BARAT,"Jl. Larangan - Tugu, LELEA, LELEA, KAB. INDRAMAYU, JAWA BARAT"
ZUVEBWU8,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG SELATAN,LAMPUNG,"Jati Mulyo, Kec. Jati Agung, Kab, Lampung Selatan, Prov-Lampung, JATI MULYO, JATI AGUNG, KAB. LAMPUNG SELATAN, LAMPUNG"
BDNID9PN,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDAR LAMPUNG,LAMPUNG,"Kelurahan Sumber Rejo, Kec, Kemiling, Kota Bandar Lampung, Prov - Lampung, SUMBER REJO, KEMILING, KOTA BANDAR LAMPUNG, LAMPUNG"
0H6WTXTR,Penentuan KA SPPG,Belum Beroperasi,KAB. TANGERANG,BANTEN,"Kp. Cipaeh Solokan Rt/Rw 012/04 Renged Kresek  Kab.Tangerang Banten, RENGED, KRESEK, KAB. TANGERANG, BANTEN"
VTY3IINI,Penentuan KA SPPG,Belum Beroperasi,KAB. BONE,SULAWESI SELATAN,"Jl Poros Wallaweng, Desa Tirong, Ke Palakka Kab Bone, TIRONG, PALAKKA, KAB. BONE, SULAWESI SELATAN"
ZWMJWTXP,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Kp. Cipeundeuy RT/RW 13/04, CIPEUNDEUY, CIPEUNDEUY, KAB. SUBANG, JAWA BARAT"
ZYCWDQMQ,Penentuan KA SPPG,Belum Beroperasi,KOTA PONTIANAK,KALIMANTAN BARAT,"Jl. Teluk SahangI Siantan Hilir , SIANTAN HILIR, PONTIANAK UTARA, KOTA PONTIANAK, KALIMANTAN BARAT"
QWD4WZCD,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Jl. Raya Cibereum, Kp. Neglasari, RT 001/ RW 008, CIBEUREUM, KERTASARI, KAB. BANDUNG, JAWA BARAT"
BPUNKXWF,Penentuan KA SPPG,Belum Beroperasi,KOTA BIMA,NUSA TENGGARA BARAT,"Jln. Gajah Mada no.75, PENARAGA, RABA, KOTA BIMA, NUSA TENGGARA BARAT"
NRDMYQJD,Penentuan KA SPPG,Belum Beroperasi,KAB. SERANG,BANTEN,"Jl Palka KM 16 Rt 01 Rw 01, CISAAT, PADARINCANG, KAB. SERANG, BANTEN"
3FTLJHWC,Penentuan KA SPPG,Belum Beroperasi,KAB. SEMARANG,JAWA TENGAH,"Dapur Darussalam Jl. P Diponegoro Kel. Bringin, Kec. Bringin, Kab. Semarang, BRINGIN, BRINGIN, KAB. SEMARANG, JAWA TENGAH"
MAKKZVPW,Penentuan KA SPPG,Belum Beroperasi,KAB. KETAPANG,KALIMANTAN BARAT,"Jl. Masjid Babul Chair, Tengah, Kec. Delta Pawan, Kabupaten Ketapang, Kalimantan Barat 78821, TENGAH, DELTA PAWAN, KAB. KETAPANG, KALIMANTAN BARAT"
BSHIXHHZ,Penentuan KA SPPG,Belum Beroperasi,KAB. KENDAL,JAWA TENGAH,"DUSUN PIDODO RT 002 RW 002, PIDODOWETAN, PATEBON, KAB. KENDAL, JAWA TENGAH"
UWO613MV,Penentuan KA SPPG,Belum Beroperasi,KOTA MEDAN,SUMATERA UTARA,"JL. Tusam No 1, GAHARU, MEDAN TIMUR, KOTA MEDAN, SUMATERA UTARA"
3H9KKHBB,Penentuan KA SPPG,Belum Beroperasi,KAB. PANDEGLANG,BANTEN,"Kp Kadu gadung RT 02 RW 01 desa Sindanglaya kecamatan pagelaran Kab. Pandeglang Prov. Banten, SINDANGLAYA, PAGELARAN, KAB. PANDEGLANG, BANTEN"
PTJKLS1W,Penentuan KA SPPG,Belum Beroperasi,KAB. LEBAK,BANTEN,"JALAN RAYA LEUWIDAMAR KM 15, KP SUDAMANIK RT/RW 001/002,   DESA SUDAMANIK KECAMATAN CIMARGA, KABUPATEN LEBAK, BANTEN, INDONESIA, SUDAMANIK, CIMARGA, KAB. LEBAK, BANTEN"
MWYM7GRO,Penentuan KA SPPG,Belum Beroperasi,KAB. LEBAK,BANTEN,"Jl. Raya Sampay - Cileles. Kp. karoya RT/RW 015/006 , SUKARENDAH, WARUNGGUNUNG, KAB. LEBAK, BANTEN"
PYWLK7LJ,Penentuan KA SPPG,Belum Beroperasi,KAB. SAMBAS,KALIMANTAN BARAT,"jl. tebas-singkawang, Parit Baru, Kabupaten Sambas, Kalimantan Barat, PARIT BARU, SELAKAU, KAB. SAMBAS, KALIMANTAN BARAT"
NCM3XU2O,Penentuan KA SPPG,Belum Beroperasi,KAB. BEKASI,JAWA BARAT,"PERUMAHAN TELAGA MURNI
JL MURAI II BLOK D28 NO 50 CIKARANG BARAT  KAB. BEKASI, TELAGAMURNI, CIKARANG BARAT, KAB. BEKASI, JAWA BARAT"
CTTLB4KX,Penentuan KA SPPG,Belum Beroperasi,KAB. MAJALENGKA,JAWA BARAT,"Jalan K.H Hasyim, CIMANGGUGIRANG, CINGAMBUL, KAB. MAJALENGKA, JAWA BARAT"
KIYKPE5G,Penentuan KA SPPG,Belum Beroperasi,KAB. MAJALENGKA,JAWA BARAT,"Blok Senen Rt. 002 Rw 007, WANGKELANG, CINGAMBUL, KAB. MAJALENGKA, JAWA BARAT"
SACSX9QF,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK BARAT,NUSA TENGGARA BARAT,"pondok pesantren NU Abhariyah
jln rengganis raya bajur terong tawah, TERONG TAWAH, LABUAPI, KAB. LOMBOK BARAT, NUSA TENGGARA BARAT"
YMNBLHLL,Penentuan KA SPPG,Belum Beroperasi,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,"Jl. Imogiri Barat KM 4.5, Randubelang RT 07, Bangunharjo, Sewon, Tanjung, Bangunharjo, Kec. Sewon, Kabupaten Bantul, BANGUNHARJO, SEWON, KAB. BANTUL, DAERAH ISTIMEWA YOGYAKARTA"
G5KFQMTM,Penentuan KA SPPG,Belum Beroperasi,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,"Payak RT.002 RW.010, SUMBERGIRI, PONJONG, KAB. GUNUNGKIDUL, DAERAH ISTIMEWA YOGYAKARTA"
Q5K2OROD,Penentuan KA SPPG,Belum Beroperasi,KOTA SURABAYA,JAWA TIMUR,"Jl. Mulyorejo Indah Ⅲ No.4, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60114, MULYOREJO, MULYOREJO, KOTA SURABAYA, JAWA TIMUR"
EVNEPKUJ,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG BARAT,JAWA BARAT,"Jln. Raya Cijenuk Kp Neglasari RT.003 RW.007, CITALEM, CIPONGKOR, KAB. BANDUNG BARAT, JAWA BARAT"
L5A7FVND,Penentuan KA SPPG,Belum Beroperasi,KAB. SAMPANG,JAWA TIMUR,"Jl. Raya Banjurang Dusun Palenggiyan Desa Banjarbillah Kecamatan Tambelangan Kabupaten Sampang, BANJARBILLAH, TAMBELANGAN, KAB. SAMPANG, JAWA TIMUR"
SXURIEEN,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT,"Jalan Rinjani Nibas, MASBAGIK UTARA BARU, MASBAGIK, KAB. LOMBOK TIMUR, NUSA TENGGARA BARAT"
3YT9IYXY,Penentuan KA SPPG,Belum Beroperasi,KAB. BANJAR,KALIMANTAN SELATAN,"Gg. Damai 34, Sungai Sipai, Kec. Martapura, Kabupaten Banjar, Kalimantan Selatan 70714, TANJUNG REMA, MARTAPURA, KAB. BANJAR, KALIMANTAN SELATAN"
SAWOTGSU,Penentuan KA SPPG,Belum Beroperasi,KAB. TAPANULI UTARA,SUMATERA UTARA,"Jl. Sutan Sumurung No. 26, HUTATORUAN I, TARUTUNG, KAB. TAPANULI UTARA, SUMATERA UTARA"
9Z93XKXG,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG SELATAN,LAMPUNG,"Gg Kenanga, Kel Jati Mulyo, Kec Jati Agung, Kab Lampung Selatan, Lampung, JATI MULYO, JATI AGUNG, KAB. LAMPUNG SELATAN, LAMPUNG"
OUWS9JUU,Penentuan KA SPPG,Belum Beroperasi,KAB. BANYUASIN,SUMATERA SELATAN,"JL PALEMBANG BETUNG KM 18 RT. 014 RW. 003, SUKOMORO,
TALANG KELAPA, KAB. BANYUASIN, SUMATERA SELATAN, SUKOMORO, TALANG KELAPA, KAB. BANYUASIN, SUMATERA SELATAN"
2UA7YZVR,Penentuan KA SPPG,Belum Beroperasi,KOTA SEMARANG,JAWA TENGAH,"Jln Cinde Selatan no 51 Semarang, JOMBLANG, CANDISARI, KOTA SEMARANG, JAWA TENGAH"
9DZDZOC8,Penentuan KA SPPG,Belum Beroperasi,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,"DAPUR BINA UMAT MOYUDAN, SUMBERARUM, SLEMAN, SUMBERARUM, MOYUDAN, KAB. SLEMAN, DAERAH ISTIMEWA YOGYAKARTA"
YPALN0KB,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Kp. Sukaresmi Rt.03/ Rw.10 Desa/Kelurahan Cikancung, Kecamatan Cikancung, Kabupaten Bandung, Jawa Barat, CIKANCUNG, CIKANCUNG, KAB. BANDUNG, JAWA BARAT"
WWXWNXNI,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Kp. Cikujang Rt.02/Rw.01, Desa Cikujang, Kecamatan Serangpanjang, Kabupaten Subang, CIKUJANG, SERANGPANJANG, KAB. SUBANG, JAWA BARAT"
